Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Years_Established,NewTargetwithLOG
13.3,0,0.063664998,5,151.6708,1999,1,0,1,25,8.271865583452556
7.05,1,0.055644887,1,224.9088,1999,1,0,1,25,7.895251855909992
17.35,0,0.014689006,5,74.5038,2004,2,1,1,20,6.605349340465168
8.05,1,0.066132,6,257.5646,1987,0,2,1,37,8.54739101274256
12.857645184135976,1,0.066132,5,230.0668,1985,2,0,0,39,6.5382851098846215
6.48,0,0.034091649,13,146.2076,2007,0,1,1,17,7.768500150270849
15.15,1,0.012282366,13,132.5284,1999,1,0,1,25,7.446450434314859
12.857645184135976,0,0.074517508,6,227.372,1985,2,0,0,39,6.11532684432894
15.0,1,0.054599767,3,59.4904,2009,1,2,2,15,6.468466133435364
20.25,1,0.014781046,4,193.8162,1987,0,2,1,37,8.150032492167384
9.5,0,0.074648119,13,253.3724,2009,1,2,2,15,6.626740530446485
12.8,0,0.076060037,6,95.141,1997,2,0,1,27,6.767192365915581
6.775,0,0.105459307,9,84.625,2002,0,1,1,22,7.822745165123244
12.857645184135976,1,0.163882129,4,113.2518,1985,1,2,3,39,8.136094984323602
16.5,0,0.035728302,8,95.212,2002,0,1,1,22,6.732101046104312
8.185,0,0.046556408,6,47.7692,1999,1,0,1,25,6.462248496824494
7.63,0,0.061188147,14,94.0436,2002,0,1,1,22,7.0339677535480485
11.5,1,0.037539164,13,106.9254,1987,0,2,1,37,8.019188757140753
19.7,1,0.018098194,10,104.599,2009,1,2,2,15,5.735271451746144
16.2,0,0.050442528,9,190.8162,2002,0,1,1,22,7.898718063886478
20.75,1,0.129337594,12,238.188,1997,2,0,1,27,8.523860515332366
12.857645184135976,0,0.03523927,0,231.601,1985,1,2,3,39,8.69487500121163
11.35,1,0.063226306,4,87.9856,1997,2,0,1,27,7.3092493128013745
20.5,0,0.036346224,5,72.9696,2004,2,1,1,20,6.391174459133718
15.6,0,0.045168898,4,242.9854,2009,1,2,2,15,7.684861457759857
6.695,0,0.066132,5,219.4456,1997,2,0,1,27,8.037426344690534
9.5,0,0.041065647,7,223.5088,2007,0,1,1,17,8.454867643845414
12.857645184135976,0,0.01520491,13,197.2084,1985,1,2,3,39,8.334849970387616
18.85,0,0.091237452,7,128.9336,2009,1,2,2,15,7.153314511180615
14.85,1,0.035311852,6,160.9578,1999,1,0,1,25,8.479228361311598
16.0,0,0.099290166,9,214.0902,1999,1,0,1,25,7.3043352979989455
20.0,0,0.0814536,11,36.819,1999,1,0,1,25,6.6450896691146815
7.93,0,0.066132,5,121.8414,1997,2,0,1,27,7.938214414929358
12.1,0,0.020568574,13,150.4734,1997,2,0,1,27,7.639463147234164
12.8,1,0.114085368,1,141.3838,2002,0,1,1,22,7.7783055236910705
8.39,1,0.024304264,5,114.0176,2009,1,2,2,15,7.305677880433778
20.25,0,0.059268885,9,246.446,2007,0,1,1,17,8.214787252899267
11.8,0,0.008578539,8,117.6492,2002,0,1,1,22,7.054874438367362
10.3,1,0.018623146,13,87.854,1998,0,2,0,26,5.55938078528248
18.2,0,0.012607876,13,139.818,1997,2,0,1,27,7.242926669870302
12.857645184135976,1,0.039057677,2,155.963,1985,1,2,3,39,8.09734199802637
12.1,0,0.016823566,7,178.566,2004,2,1,1,20,8.236178442880584
5.825,0,0.091467933,9,159.7894,2004,2,1,1,20,7.165737031179172
13.1,0,0.075731322,4,167.5158,2002,0,1,1,22,7.315911562626791
13.65,1,0.043386131,13,80.2302,1998,0,2,0,26,4.3723575392703165
13.15,0,0.056418354,14,142.4812,2004,2,1,1,20,7.792423405236855
19.85,0,0.17635245,6,220.8772,2002,0,1,1,22,8.348814018301928
14.65,0,0.083698962,9,163.4552,2009,1,2,2,15,7.862990993691771
10.895,1,0.009636821,4,121.873,1999,1,0,1,25,7.809322144791103
16.0,1,0.065051586,4,76.1986,2004,2,1,1,20,6.994465310571802
6.465,0,0.124506117,3,264.7884,1997,2,0,1,27,8.218743381058484
19.25,1,0.03467086,3,141.8496,1987,0,2,1,37,7.783033664887016
12.857645184135976,0,0.030062224,8,154.3656,1985,1,2,3,39,7.812560140064878
7.325,0,0.093765794,6,90.3146,2009,1,2,2,15,7.457653951153353
14.6,0,0.150872868,14,47.5692,2002,0,1,1,22,7.229503649538161
17.25,1,0.125224466,2,41.248,1997,2,0,1,27,6.520791952437104
16.0,0,0.041009558,13,141.2496,1999,1,0,1,25,7.89425929999724
5.88,1,0.030371121,5,101.799,2009,1,2,2,15,7.581098142244475
8.38,1,0.046878474,0,109.857,2004,2,1,1,20,7.743701957782791
12.85,0,0.055603753,6,195.6768,1998,0,2,0,26,5.976740681042793
7.05,0,0.1422157,13,108.7912,1998,0,2,0,26,4.693100473982986
10.5,1,0.066555152,15,80.896,2007,0,1,1,17,6.865632438728833
14.8,0,0.081026811,10,190.0846,2004,2,1,1,20,8.430770092266354
8.3,1,0.038204311,4,87.7198,2004,2,1,1,20,7.512953807083362
12.857645184135976,0,0.023463124,14,190.6846,1985,1,2,3,39,9.164739267346556
15.7,1,0.114565093,3,112.0202,1997,2,0,1,27,5.82174504974997
8.21,0,0.044888397,4,87.3198,1987,0,2,1,37,6.414341518415252
17.7,0,0.011636708,5,94.541,2002,0,1,1,22,6.967863061377733
19.2,0,0.124301968,3,89.7488,2002,0,1,1,22,7.64138314782399
7.3,0,0.086619573,5,147.6076,2007,0,1,1,17,8.086953881389382
12.857645184135976,0,0.012656359,10,37.8822,1985,1,2,3,39,6.928868028085989
19.2,1,0.085122855,3,155.4314,2002,0,1,1,22,8.179766715653638
15.0,0,0.058346234,13,44.0744,1987,0,2,1,37,6.451799080950153
12.857645184135976,0,0.01769927,4,74.2012,1985,1,2,3,39,7.1626458386095
7.865,0,0.06100886,2,166.0526,1987,0,2,1,37,8.19366483614508
12.857645184135976,0,0.075707087,0,88.183,1985,1,2,3,39,7.271097546836998
12.857645184135976,0,0.088394115,5,194.7452,1985,1,2,3,39,8.678011195159625
18.25,0,0.054344186,13,140.2154,2002,0,1,1,22,7.439432861656213
10.895,1,0.009676286,4,122.873,2007,0,1,1,17,8.145794381412315
18.2,1,0.012254429,6,59.9904,2009,1,2,2,15,6.468466133435364
5.46,1,0.107662745,6,143.8786,2007,0,1,1,17,8.374328781361402
12.857645184135976,0,0.031073804,12,157.5604,1985,1,2,3,39,8.649023658286373
13.6,1,0.043646901,6,155.7946,2004,2,1,1,20,8.152336640652235
20.7,0,0.039306822,9,150.7366,1999,1,0,1,25,8.109226516998506
7.655,0,0.031938828,3,114.1492,2004,2,1,1,20,7.054874438367362
13.65,0,0.049209192,6,150.005,2004,2,1,1,20,7.7173846494654175
9.695,1,0.029283081,3,175.137,2009,1,2,2,15,8.217486309868432
7.63,1,0.134919202,13,46.9402,1999,1,0,1,25,6.660553894812263
12.857645184135976,1,0.043690499,5,60.2194,1985,1,2,3,39,7.458038049487247
20.7,0,0.027052013,9,73.9354,2007,0,1,1,17,7.411664318229444
20.35,0,0.089394766,4,260.1594,1987,0,2,1,37,7.646485199707885
15.2,0,0.153592956,13,228.0352,1998,0,2,0,26,6.127022884092131
19.6,1,0.127929521,13,167.4816,1987,0,2,1,37,8.213705587028526
15.5,1,0.026342897,6,104.1332,1999,1,0,1,25,7.115093298360417
12.6,1,0.062827447,5,105.099,2002,0,1,1,22,7.2757164926932925
12.857645184135976,0,0.049478259,6,245.4144,1985,1,2,3,39,8.209367185429928
12.35,0,0.041729735,8,36.3216,2004,2,1,1,20,5.623919306420051
10.1,0,0.046545786,7,59.9878,1987,0,2,1,37,6.183535094355474
12.3,1,0.106928681,6,173.7396,2007,0,1,1,17,8.206100987643307
9.8,0,0.047187038,0,100.6016,1997,2,0,1,27,7.389703289244845
11.15,0,0.119852889,4,44.9744,1987,0,2,1,37,6.2106370241332645
19.85,0,0.054245722,12,196.0768,2009,1,2,2,15,8.615798010658052
18.2,1,0.066400129,6,250.1092,1999,1,0,1,25,8.652984059502469
14.0,0,0.066132,6,216.9192,2007,0,1,1,17,8.775174943613273
12.85,0,0.137227848,13,155.563,1997,2,0,1,27,8.348656426307276
9.3,0,0.066770664,5,180.5292,2004,2,1,1,20,7.691268802334858
8.895,0,0.075876602,7,235.9616,2007,0,1,1,17,7.536306763436721
12.857645184135976,1,0.034244601,0,97.2726,1985,1,2,3,39,7.579398906491515
4.59,0,0.070890602,14,111.686,1999,1,0,1,25,7.368089812824308
20.25,0,0.14781046,9,234.8616,1987,0,2,1,37,7.941771871544885
12.857645184135976,0,0.132275338,0,123.8388,1985,2,0,0,39,4.8189807198719885
11.85,1,0.055805027,0,53.0666,1999,1,0,1,25,6.239624561006517
14.5,0,0.089761211,8,159.4604,2004,2,1,1,20,7.773554920932472
5.175,1,0.029490377,13,107.6622,2004,2,1,1,20,7.957975114383348
19.35,1,0.082394321,0,48.5034,1999,1,0,1,25,5.493131399741279
8.615,0,0.116484721,6,94.1436,2002,0,1,1,22,7.0339677535480485
17.25,1,0.125200788,2,41.648,2004,2,1,1,20,6.520791952437104
5.78,1,0.066132,13,263.7568,2007,0,1,1,17,7.877233350407314
12.857645184135976,0,0.066132,6,184.7266,1985,1,2,3,39,9.001441186264387
5.945,0,0.093405156,9,129.3652,2009,1,2,2,15,8.387452729838277
16.75,0,0.060792265,4,170.4106,2009,1,2,2,15,6.240922419722117
16.6,0,0.066132,3,117.3124,1987,0,2,1,37,7.608230940507089
8.905,0,0.143351652,5,62.0878,1999,1,0,1,25,5.713531465109738
9.6,0,0.024456797,8,186.6214,1987,0,2,1,37,8.07189428785824
14.0,0,0.02371512,0,103.8332,1987,0,2,1,37,7.463399992628632
17.75,0,0.097692448,8,242.4196,2004,2,1,1,20,8.620372473913708
5.98,0,0.04363058,6,148.2418,1999,1,0,1,25,7.389292020474911
20.7,1,0.079419755,0,99.8042,1999,1,0,1,25,7.305230553206456
7.55,0,0.0273235,3,151.934,2007,0,1,1,17,7.516220004869983
12.857645184135976,0,0.029793955,13,167.2816,1985,1,2,3,39,8.649023658286373
12.857645184135976,0,0.141106202,15,87.9172,1985,1,2,3,39,8.252273961803262
7.68,0,0.118672537,6,192.2162,1998,0,2,0,26,5.952807914831165
20.35,0,0.021413346,9,76.2328,2009,1,2,2,15,6.138583706493207
12.857645184135976,1,0.086077865,6,143.8102,1985,2,0,0,39,5.675452956535234
11.6,0,0.038578846,4,56.1272,1999,1,0,1,25,6.508957494790101
7.5,0,0.066132,5,237.7906,2004,2,1,1,20,7.080407740372527
12.857645184135976,0,0.063750302,3,153.4682,1985,1,2,3,39,7.735006250815237
12.15,0,0.066132,11,254.904,1997,2,0,1,27,8.305994021119
12.8,1,0.039385992,10,224.8404,1998,0,2,0,26,7.362190090697119
12.857645184135976,0,0.066132,13,240.6222,1985,1,2,3,39,8.36692819254323
20.85,0,0.032421521,0,181.666,1987,0,2,1,37,7.271097546836998
12.85,0,0.066132,15,253.004,2009,1,2,2,15,8.241455499981429
17.85,0,0.065810045,5,149.105,1997,2,0,1,27,7.7173846494654175
11.1,0,0.059835659,6,151.3366,2004,2,1,1,20,8.013916337194182
18.35,0,0.014103354,9,225.4746,2007,0,1,1,17,7.205076445739204
8.71,0,0.139202085,3,46.1376,2004,2,1,1,20,5.949341706854679
10.5,1,0.022590318,13,140.6154,1998,0,2,0,26,5.647673392428158
16.75,1,0.00819018,3,103.7674,2004,2,1,1,20,7.955876477726427
16.75,0,0.081304829,6,258.4988,2004,2,1,1,20,8.3216601378634
10.5,0,0.048009081,7,157.0946,2004,2,1,1,20,7.700351516909177
6.675,0,0.041986639,13,93.2462,1999,1,0,1,25,7.300296701529261
19.35,1,0.049736267,6,76.8644,2002,0,1,1,22,7.359650944178443
12.857645184135976,0,0.134418705,9,99.67,1985,1,2,3,39,7.861965878276525
12.857645184135976,0,0.042354152,6,227.272,1985,1,2,3,39,8.85616686825414
17.25,0,0.107258822,5,40.1822,2002,0,1,1,22,6.235720847526044
6.035,1,0.066155883,0,184.424,2007,0,1,1,17,8.446899474196238
15.2,1,0.104365283,6,177.1054,2007,0,1,1,17,8.055759836232717
8.645,0,0.021581922,3,53.3982,2004,2,1,1,20,7.098176114554959
12.857645184135976,0,0.028723187,8,131.831,1985,1,2,3,39,8.198438114897739
16.0,0,0.060836524,15,226.8404,2004,2,1,1,20,8.74848445181701
16.35,0,0.020664178,6,50.8324,2007,0,1,1,17,7.16881869771658
8.0,1,0.030264897,1,250.3092,1997,2,0,1,27,8.813326709577648
11.395,0,0.009934335,8,47.2034,2007,0,1,1,17,5.829603636362492
6.26,0,0.052593952,9,111.0228,1998,0,2,0,26,5.398369015075276
12.857645184135976,1,0.010864186,13,185.3608,1985,1,2,3,39,8.580930741862412
12.65,0,0.042296724,9,106.3938,2002,0,1,1,22,8.229986472632664
12.857645184135976,0,0.015397129,9,194.911,1985,2,0,0,39,5.280209402498607
12.857645184135976,1,0.10400212,3,79.796,1985,1,2,3,39,8.312551421665159
6.4,0,0.084885375,5,39.2796,1999,1,0,1,25,6.553581775260096
17.0,1,0.140311123,3,265.6884,2007,0,1,1,17,7.882271144437271
17.75,0,0.111527348,11,110.2912,2002,0,1,1,22,6.772542015662822
9.0,0,0.065515067,13,178.137,2009,1,2,2,15,6.964723341373065
6.8,0,0.062762374,0,50.4034,1998,0,2,0,26,3.8836934873071782
8.395,0,0.07191675,7,254.804,1987,0,2,1,37,8.967392503364366
11.6,0,0.066132,14,141.6154,2002,0,1,1,22,8.250363077872542
7.035,0,0.02189371,5,262.791,2002,0,1,1,22,8.211177140675169
12.857645184135976,1,0.080127283,13,168.7132,1985,2,0,0,39,5.82371549373727
15.1,1,0.094037291,6,62.3194,1999,1,0,1,25,6.205275080991879
5.59,1,0.05671761,13,62.9168,2002,0,1,1,22,7.24862469098494
12.857645184135976,1,0.106971167,10,44.7744,1985,2,0,0,39,4.911354040003004
7.0,0,0.152261999,3,105.728,2007,0,1,1,17,7.153314511180615
17.7,1,0.016582833,6,50.5034,1987,0,2,1,37,7.284890868969334
12.857645184135976,0,0.096592065,8,117.4492,1985,1,2,3,39,7.391346674988575
9.195,1,0.051827123,0,77.4644,2009,1,2,2,15,7.254290428520617
14.85,0,0.01867669,3,188.7214,2007,0,1,1,17,8.283203381525448
7.81,1,0.034043503,13,168.7158,1999,1,0,1,25,7.891275707530353
12.857645184135976,0,0.030944666,13,186.6582,1985,1,2,3,39,8.220178101534144
15.7,0,0.030765898,7,43.277,2002,0,1,1,22,6.475671517156635
6.13,0,0.066132,6,54.1298,1997,2,0,1,27,7.206559025699427
13.85,0,0.051544658,14,142.5154,1998,0,2,0,26,4.954526211868212
21.25,0,0.024756031,9,146.7102,2009,1,2,2,15,7.380201048773658
12.857645184135976,1,0.021471456,13,131.0284,1985,2,0,0,39,4.881501076853323
19.0,1,0.097294728,5,47.7718,2004,2,1,1,20,6.946956376558418
12.857645184135976,0,0.088828418,2,192.2478,1985,1,2,3,39,8.980129380034588
8.63,0,0.031271134,13,186.0582,2007,0,1,1,17,8.268968265703576
10.85,0,0.028738058,9,117.1808,2002,0,1,1,22,6.5554775104249945
9.31,0,0.038032068,5,61.351,2002,0,1,1,22,6.712060295220865
6.235,0,0.020229757,9,260.8962,1999,1,0,1,25,8.692307605706384
20.7,0,0.02689477,9,76.7354,2004,2,1,1,20,7.817129426337608
14.5,0,0.032597778,11,163.621,1998,0,2,0,26,6.703930169137615
14.15,0,0.014719325,9,196.911,1998,0,2,0,26,5.973356583058552
10.195,1,0.146662938,5,138.6838,1997,2,0,1,27,7.7783055236910705
12.857645184135976,0,0.03294861,9,116.8124,1985,1,2,3,39,7.819540034174295
13.15,0,0.020711996,1,82.7566,2004,2,1,1,20,7.43315340617137
8.42,1,0.030905215,3,227.6352,2002,0,1,1,22,7.918782353320186
16.0,1,0.172759093,13,157.0972,1997,2,0,1,27,8.449752543178644
11.35,0,0.066132,13,52.4008,2004,2,1,1,20,6.6965561086849
12.857645184135976,0,0.078362484,0,177.937,1985,1,2,3,39,8.810550031871395
6.65,0,0.053372768,3,149.5734,1999,1,0,1,25,7.833619161675122
18.5,0,0.066132,13,119.8124,2007,0,1,1,17,8.301378121067033
10.5,0,0.011351778,9,236.5248,2007,0,1,1,17,8.301378121067033
12.1,0,0.14825809,6,108.428,1987,0,2,1,37,7.153314511180615
7.935,0,0.031801103,9,261.591,2002,0,1,1,22,8.05702646084791
6.13,0,0.076891526,4,61.5536,2002,0,1,1,22,6.6799719806693645
20.7,0,0.026899856,9,73.9354,1997,2,0,1,27,6.517846442207348
7.51,0,0.10423592,13,111.7544,2009,1,2,2,15,7.808240478920362
17.5,0,0.016760075,10,141.618,1999,1,0,1,25,7.648391777978466
8.05,1,0.07884393,6,257.0646,2007,0,1,1,17,9.07801926380473
16.2,0,0.03338006,14,74.0696,1997,2,0,1,27,7.256171896620322
12.857645184135976,1,0.083109455,3,195.8426,1985,1,2,3,39,8.65426201494796
14.85,1,0.009954237,13,158.263,1999,1,0,1,25,7.886032904359163
8.395,0,0.039653081,13,99.5042,2009,1,2,2,15,7.430393696160463
15.0,0,0.066132,13,43.4744,1997,2,0,1,27,6.297648401122895
6.215,0,0.012146608,6,37.9848,2004,2,1,1,20,6.66310817461736
8.355,0,0.013957308,0,94.0462,2002,0,1,1,22,7.300296701529261
12.857645184135976,0,0.041821227,14,107.628,1985,2,0,0,39,5.36155504195256
11.1,0,0.111298111,6,191.7846,2007,0,1,1,17,8.02530498415819
5.92,1,0.019184026,14,50.3692,1987,0,2,1,37,6.382205789150958
12.857645184135976,0,0.063800266,8,123.0414,1985,1,2,3,39,8.440306358726595
6.425,0,0.093983518,6,175.5712,2007,0,1,1,17,7.115093298360417
12.857645184135976,0,0.011762847,9,153.534,1985,1,2,3,39,8.92313365319261
12.857645184135976,0,0.114609875,14,197.0084,1985,1,2,3,39,8.123540876720408
11.0,0,0.054939029,8,101.4358,1997,2,0,1,27,7.383102605213493
12.857645184135976,0,0.123557061,9,216.6192,1985,2,0,0,39,5.373977561951117
19.35,1,0.021439694,6,119.7098,1987,0,2,1,37,7.189626350222984
7.145,0,0.01785932,5,160.6578,2009,1,2,2,15,7.717088309264701
10.5,0,0.02727641,9,171.3106,1997,2,0,1,27,8.18683256877743
6.86,0,0.036530411,9,227.801,2004,2,1,1,20,8.269991807246363
9.695,1,0.03033748,13,222.9114,1999,1,0,1,25,8.659473074160713
12.0,0,0.034112833,3,180.1976,2009,1,2,2,15,8.2900785658131
10.65,0,0.048885018,11,166.1526,2009,1,2,2,15,7.587529032574765
12.857645184135976,0,0.169943195,8,116.2492,1985,2,0,0,39,4.752289345373317
20.25,1,0.018789455,6,222.0772,1987,0,2,1,37,8.043432368750747
16.2,0,0.033568871,14,74.9696,2007,0,1,1,17,7.679028747440356
9.395,0,0.099681254,13,106.428,2007,0,1,1,17,7.558779619288779
20.7,1,0.079281476,0,100.1042,2004,2,1,1,20,6.794404929440466
18.5,1,0.045463773,4,144.1102,1997,2,0,1,27,7.690355977077498
8.31,1,0.116331694,13,176.9028,2007,0,1,1,17,8.009943698996702
12.5,1,0.074152133,3,88.6198,2007,0,1,1,17,7.24102009159972
9.3,0,0.042930789,6,88.5172,1987,0,2,1,37,7.26366256834948
7.145,0,0.017887474,5,160.6578,2007,0,1,1,17,7.475926252447813
13.5,0,0.072965144,9,160.692,2009,1,2,2,15,7.558779619288779
17.5,0,0.098102581,14,172.9738,2002,0,1,1,22,8.376630278349682
12.857645184135976,0,0.052964982,6,57.793,1985,1,2,3,39,7.469872507134251
16.7,0,0.066132,6,109.1912,2009,1,2,2,15,6.302538386417086
12.857645184135976,0,0.325780807,9,252.7698,1985,2,0,0,39,6.634645709953598
12.857645184135976,1,0.103517853,0,164.95,1985,1,2,3,39,8.333570788889235
7.0,0,0.066132,3,105.628,1999,1,0,1,25,7.233357218854151
8.88,0,0.086957199,7,152.5682,2002,0,1,1,22,7.224180627049247
17.7,0,0.050111641,13,165.9816,1998,0,2,0,26,5.122663133670211
12.3,1,0.106307146,6,174.9396,2004,2,1,1,20,7.358803127256103
5.11,0,0.034945416,9,161.121,2002,0,1,1,22,7.867080978943296
13.3,1,0.071439051,6,61.0536,2004,2,1,1,20,7.5490098276929745
9.5,1,0.048761223,15,186.5898,1999,1,0,1,25,8.563793225667737
7.93,0,0.005547386,5,121.5414,2004,2,1,1,20,7.200615471798579
17.25,1,0.079113947,13,99.2068,1998,0,2,0,26,4.576840667867124
21.1,0,0.029054046,9,144.6786,1999,1,0,1,25,7.968863673253238
17.7,0,0.174228338,6,117.1834,1987,0,2,1,37,6.5382851098846215
12.857645184135976,0,0.080111611,8,94.6436,1985,1,2,3,39,8.310261219453611
11.0,0,0.1062679,1,123.2046,2009,1,2,2,15,8.082439201034855
14.85,0,0.102065622,9,254.2698,1998,0,2,0,26,7.4819435703408015
16.2,0,0.066132,3,100.57,1987,0,2,1,37,7.242926669870302
9.5,0,0.142425145,7,189.9872,1998,0,2,0,26,6.628502645439884
5.88,1,0.030242184,5,101.799,2004,2,1,1,20,6.246097075512134
12.857645184135976,1,0.067175915,0,187.124,1985,1,2,3,39,8.223755922882027
12.857645184135976,0,0.078872251,13,189.5556,1985,2,0,0,39,7.026900586324956
12.857645184135976,0,0.035769657,14,40.9138,1985,1,2,3,39,7.230468434948261
12.857645184135976,1,0.075791641,4,193.3794,1985,1,2,3,39,9.034606770869416
6.635,0,0.027069402,9,174.9396,1997,2,0,1,27,7.46416364291393
12.85,0,0.066132,15,254.704,2004,2,1,1,20,7.835990391873264
18.25,0,0.054455125,13,142.0154,2009,1,2,2,15,6.746285681096268
13.5,0,0.094366079,14,190.9872,1999,1,0,1,25,7.950258485422204
9.0,1,0.069088961,2,56.3614,1997,2,0,1,27,7.344279164130589
12.857645184135976,0,0.073985248,13,252.5724,1985,1,2,3,39,8.093077599239912
18.85,0,0.036037952,10,58.4562,1997,2,0,1,27,6.566777065678927
6.13,0,0.10234983,6,55.0298,1999,1,0,1,25,6.290268293825272
11.6,1,0.143990173,4,239.6222,2004,2,1,1,20,7.779141527641112
13.65,0,0.015976249,1,230.2668,2009,1,2,2,15,8.004622178678048
19.1,0,0.296713665,9,171.8422,1998,0,2,0,26,6.9418215770863805
12.857645184135976,1,0.066132,3,100.3674,1985,1,2,3,39,7.5140437254473875
5.655,0,0.085757338,6,164.75,2007,0,1,1,17,7.311919541357253
6.385,0,0.083768522,7,109.8596,1987,0,2,1,37,8.082027763053327
12.3,0,0.021984639,5,191.2162,2007,0,1,1,17,7.562245827265265
12.857645184135976,0,0.075603699,13,215.1218,1985,1,2,3,39,8.072725370391014
12.857645184135976,1,0.066132,5,83.7566,1985,2,0,0,39,5.536033421285489
16.0,1,0.065009745,4,79.5986,1987,0,2,1,37,6.840314630744544
20.25,0,0.014222617,9,148.9418,1997,2,0,1,27,8.169450578024486
6.75,1,0.108458498,4,96.9752,2002,0,1,1,22,6.865632438728833
10.695,0,0.066132,5,60.5904,2007,0,1,1,17,6.016481009692307
9.695,0,0.113917889,8,158.2604,2004,2,1,1,20,7.898718063886478
10.6,0,0.035247642,8,84.7224,1999,1,0,1,25,7.389703289244845
18.85,0,0.040434372,9,244.3144,1999,1,0,1,25,8.636811200256869
11.65,0,0.034049703,12,112.286,2007,0,1,1,17,6.11532684432894
12.857645184135976,0,0.054806734,6,145.1444,1985,1,2,3,39,8.273565974952206
12.1,0,0.034427577,13,146.6734,1998,0,2,0,26,5.693552998178852
12.857645184135976,1,0.058446424,0,172.1422,1985,1,2,3,39,8.615798010658052
9.195,0,0.048331717,9,105.1622,2007,0,1,1,17,7.4347269706188
9.8,0,0.013830218,14,45.306,1987,0,2,1,37,7.17393379838335
7.905,0,0.016758569,13,250.4408,1998,0,2,0,26,6.215970370108628
12.857645184135976,1,0.102999154,6,169.9448,1985,2,0,0,39,5.13841149063835
12.857645184135976,0,0.066132,14,40.5138,1985,2,0,0,39,3.704107910332098
14.3,0,0.122469209,4,121.973,1987,0,2,1,37,7.904632324595428
10.65,0,0.048677482,11,166.1526,2004,2,1,1,20,7.810672583888975
5.26,1,0.02454694,1,95.7068,1999,1,0,1,25,7.061747317655124
9.8,0,0.02681843,10,126.002,1987,0,2,1,37,7.67347146237549
18.25,1,0.171174491,4,156.463,2002,0,1,1,22,6.844579029531001
6.89,1,0.136314863,13,195.082,1987,0,2,1,37,7.902172298754566
14.3,0,0.122571209,4,122.373,1997,2,0,1,27,6.893031412916948
11.65,1,0.058822142,0,173.5422,1999,1,0,1,25,8.145794381412315
12.857645184135976,0,0.244338986,4,105.9306,1985,2,0,0,39,5.342627032067041
7.855,1,0.073906461,4,218.4482,2004,2,1,1,20,8.480334250282475
14.3,0,0.026428924,5,78.2302,2009,1,2,2,15,6.31826768832563
8.395,0,0.072088552,7,253.704,1999,1,0,1,25,8.423777056775384
12.857645184135976,0,0.066132,5,109.9254,1985,2,0,0,39,4.68698424696555
19.0,1,0.097709541,5,48.6718,2009,1,2,2,15,6.42086328066164
12.857645184135976,1,0.033276066,10,153.8314,1985,1,2,3,39,8.222326330072434
12.857645184135976,0,0.021184746,11,189.553,1985,2,0,0,39,5.938870406987383
15.85,1,0.06121988,10,45.6744,2002,0,1,1,22,6.451799080950153
12.857645184135976,0,0.058444176,14,73.0696,1985,2,0,0,39,5.410345206121992
15.1,1,0.106097275,6,43.2796,2009,1,2,2,15,4.8189807198719885
14.7,0,0.020916223,7,141.8128,2004,2,1,1,20,7.533461811304489
18.35,0,0.014052469,9,224.0746,2002,0,1,1,22,7.205076445739204
12.857645184135976,0,0.051924192,13,121.0072,1985,1,2,3,39,7.986223634115719
15.35,0,0.096943078,14,196.5768,2007,0,1,1,17,8.947155146612495
6.115,1,0.011372972,5,89.6488,1997,2,0,1,27,7.144946261510098
12.857645184135976,0,0.039988162,5,55.7298,1985,1,2,3,39,6.932122179997666
7.035,0,0.021938404,5,264.691,2009,1,2,2,15,8.663162264418226
14.35,0,0.080527065,0,79.296,1987,0,2,1,37,6.577950366277053
10.85,0,0.163160327,13,107.4622,2007,0,1,1,17,7.4347269706188
12.35,0,0.099757833,6,113.9518,1997,2,0,1,27,6.814339144341283
12.857645184135976,0,0.073470234,3,205.3638,1985,1,2,3,39,8.591123496359504
12.857645184135976,0,0.045900448,13,118.9124,1985,1,2,3,39,7.953071426798818
12.857645184135976,1,0.081605462,6,122.3388,1985,2,0,0,39,5.9175930085400985
11.6,1,0.078929571,5,79.9276,1997,2,0,1,27,7.036312420507302
16.0,0,0.041112694,13,139.9496,2009,1,2,2,15,8.040862774189115
10.6,0,0.011134397,1,42.8454,2009,1,2,2,15,5.122663133670211
12.857645184135976,0,0.037160705,7,54.2298,1985,2,0,0,39,5.086295489499336
8.895,0,0.066132,7,232.9616,2002,0,1,1,22,7.941771871544885
12.857645184135976,1,0.01612717,3,189.3556,1985,1,2,3,39,7.720047766884901
16.0,0,0.060797393,15,223.8404,1987,0,2,1,37,8.188868663881587
6.36,0,0.120443298,6,45.406,1987,0,2,1,37,7.019783118556092
9.5,1,0.066132,5,231.3668,1987,0,2,1,37,8.658548646084713
5.59,1,0.094741514,13,63.1168,1998,0,2,0,26,5.256194526294734
16.7,1,0.054739692,15,65.7168,2002,0,1,1,22,6.99079558168284
15.7,0,0.03722507,14,182.4634,2004,2,1,1,20,7.600601114142118
19.5,0,0.01572192,9,185.6608,2004,2,1,1,20,6.823072824310038
12.35,1,0.038560279,6,109.857,1999,1,0,1,25,7.097074792857739
12.857645184135976,0,0.293417759,9,194.6136,1985,2,0,0,39,6.368600137095179
10.6,0,0.011106465,1,42.7454,1999,1,0,1,25,6.038953865544366
13.5,0,0.054990009,8,35.2874,1997,2,0,1,27,6.608048397434333
